Name,Address,City,Long,Lat,FACILITY_T,SHELTER_TY,Year_Built,Building,Risk_Capac,Risk_Squar
South Walton HS,645 Greenway Tr,Santa Rosa Beach,-86.18025604,30.37899101,SHELTER,RISK,2002,1 Main (excluding Cafeteria),1506,30126
Walton HS,449 Walton Rd,DeFuniak Springs,-86.12377702,30.74155702,SHELTER,RISK,2009,1 South Wing Cafeteria,156,3120
Paxton HS,21893 Hwy 331 N,Laurel Hill,-86.30472697,30.973831,SHELTER,RISK,2005,1 Admin,287,5743
Vernon HS,3232 Moss Hill Rd,Vernon,-85.69135336,30.60849389,SHELTER,RISK,2004,1 Admin,137,2747
Vernon HS,3232 Moss Hill Rd,Vernon,-85.69135336,30.60849389,SHELTER,RISK,2004,8 Multipurpose,167,3334
Vernon HS,3232 Moss Hill Rd,Vernon,-85.69135336,30.60849389,SHELTER,RISK,2004,4 Cafeteria,239,4788
Roulhac MS,1535 Brickyard Rd,Chipley,-85.556347,30.76465448,SHELTER,RISK,1999,3 (3B) Classroom,427,8532
Chipley HS,1545 Brickyard Rd,Chipley,-85.55720923,30.76466276,SHELTER,RISK,2000,6 Classroom,552,11042
Vernon MS,3206 Moss Hill Rd,Vernon,-85.69324541,30.6105074,SHELTER,RISK,1999,4 Classroom,388,7766
Chipley HS,1545 Brickyard Rd,Chipley,-85.55720923,30.76466276,SHELTER,RISK,2006,11 Gym,837,16736
Vernon MS,3206 Moss Hill Rd,Vernon,-85.69324541,30.6105074,SHELTER,RISK,1999,3 Gym,352,7044
Vernon HS,3232 Moss Hill Rd,Vernon,-85.69135336,30.60849389,SHELTER,RISK,2004,3 PE / ROTC,507,10137
Vernon HS,3232 Moss Hill Rd,Vernon,-85.69135336,30.60849389,SHELTER,RISK,2004,6 ESE,174,3473
Chipley HS,1545 Brickyard Rd,Chipley,-85.55720923,30.76466276,SHELTER,RISK,1999,9 Media,171,3420
Vernon HS,3232 Moss Hill Rd,Vernon,-85.69135336,30.60849389,SHELTER,RISK,2004,2 Media,91,1810
White City ES,905 W 2nd St,Ft Pierce,-80.33442569,27.37241787,SHELTER,RISK,1988,9 Cafeteria,123,2463
Oak Hammock K-8,1251 SW California Blvd,Port St Lucie,-80.38448901,27.27888301,SHELTER,RISK,2004,2 Classroom,1285,25697
Lakewood Park ES,7800 Indrio Rd,Ft Pierce,-80.4047836,27.52113994,SHELTER,RISK,1981,1 Main,1489,29771
West Navarre Primary School (PK-2),1955 Lowe Rd,Navarre,-86.91901603,30.40555699,SHELTER,RISK,1993,600 wing Classroom,377,7540
West Navarre Primary School (PK-2),1955 Lowe Rd,Navarre,-86.91901603,30.40555699,SHELTER,RISK,1993,200 wing Cafe / Music,385,7700
West Navarre Primary School (PK-2),1955 Lowe Rd,Navarre,-86.91901603,30.40555699,SHELTER,RISK,1993,400 wing Classroom,425,8500
Jay HS (7-12),3741 School St,Jay,-87.15713404,30.94228043,SHELTER,RISK,0,"26 Corridors 100, 200, 300 & 900",753,15050
Avalon MS,5445 King Arthur's Way,Milton,-87.09763925,30.57162328,SHELTER,RISK,1998,1 Main non-EHPA,1343,26855
West Navarre Primary School (PK-2),1955 Lowe Rd,Navarre,-86.91901603,30.40555699,SHELTER,RISK,1993,100 wing Admin / Media,98,1960
Avalon MS,5445 King Arthur's Way,Milton,-87.09763925,30.57162328,SHELTER,RISK,1998,1 Main EHPA,1559,31176
West Navarre Primary School (PK-2),1955 Lowe Rd,Navarre,-86.91901603,30.40555699,SHELTER,RISK,1993,500 wing Classroom,343,6860
Jay HS (7-12),3741 School St,Jay,-87.15713404,30.94228043,SHELTER,RISK,0,26 Corridor 400,130,2600
Bennett C Russell ES,3740 Excalibur Way,Milton,-87.09551855,30.57301487,SHELTER,RISK,2006,1 All other corridors,4000,80007
Milton Community Center,5629 Byrom St,Milton,-87.04856304,30.63950001,SHELTER,RISK,2002,Main,383,7667
West Navarre Primary School (PK-2),1955 Lowe Rd,Navarre,-86.91901603,30.40555699,SHELTER,RISK,1993,300 wing Classroom,497,9940
Chumuckla Community Center,2355  Highway 182,Jay,-87.21988541,30.7792743,SHELTER,RISK,2002,Main Bldg Meeting Area,116,2318
Dixon Intermediate School,5540 Education Dr,Pace,-87.16544197,30.63750701,SHELTER,RISK,1993,1,1873,37469
State College of Florida - Lakewood Ranch,7131 Professional Pkwy E,Sarasota,-82.422949,27.37850801,SHELTER,RISK,2009,Medical Tech and Simulation,447,8940
Booker MS,2250 Myrtle St,Sarasota,-82.52377902,27.368958,SHELTER,RISK,1991,7 Classroom,307,6130
Gulf Gate ES,6500 S Lockwood Ridge Rd,Sarasota,-82.50898597,27.26103098,SHELTER,RISK,2011,1 B/I Classroom,732,14620
Taylor Ranch ES,2500 Taylor Ranch Trail,Venice,-82.36179598,27.04537199,SHELTER,RISK,1989,5 Cafeteria,337,6740
Booker HS,3201 N Orange Ave,Sarasota,-82.54092999,27.36482401,SHELTER,RISK,2011,8 Classroom,1108,22169
North Port HS,6400 W Price Blvd,Sarasota,-82.22298303,27.07469,SHELTER,RISK,1998,7 Classroom,769,15380
North Port HS,6400 W Price Blvd,Sarasota,-82.22298303,27.07469,SHELTER,RISK,1998,6 Cafeteria,345,6900
Taylor Ranch ES,2500 Taylor Ranch Trail,Venice,-82.36179598,27.04537199,SHELTER,RISK,1989,6 Classroom,416,8320
Fruitville ES,601 Honore Ave,Sarasota,-82.46148497,27.33080702,SHELTER,RISK,2004,10 Classroom,143,2866
Taylor Ranch ES,2500 Taylor Ranch Trail,Venice,-82.36179598,27.04537199,SHELTER,RISK,1989,7 Media Center,190,3800
Booker MS,2250 Myrtle St,Sarasota,-82.52377902,27.368958,SHELTER,RISK,1991,6 Classroom,359,7180
Gulf Gate ES,6500 S Lockwood Ridge Rd,Sarasota,-82.50898597,27.26103098,SHELTER,RISK,2011,1 D/K Classroom,732,14620
North Port HS,6400 W Price Blvd,North Port,-82.22298303,27.07469,SHELTER,RISK,1998,4 Classroom,746,14920
Tuttle ES,2863 8th St,Sarasota,-82.51224603,27.34423399,SHELTER,RISK,1998,2 Classroom,1278,25561
Wilkinson ES,3400 Wilkinson Rd,Sarasota,-82.50111796,27.29020801,SHELTER,RISK,2005,6 Classroom,1028,20551
Booker HS,3201 N Orange Ave,Sarasota,-82.54092999,27.36482401,SHELTER,RISK,2011,3 Cafeteria,244,4872
Suncoast Polytechnical HS,4650 Beneva Rd,Sarasota,-82.49884403,27.28818898,SHELTER,RISK,2007,1 Main,881,17628
Taylor Ranch ES,2500 Taylor Ranch Trail,Venice,-82.36179598,27.04537199,SHELTER,RISK,1999,8 Classroom,336,6720
Gulf Gate ES,6500 S Lockwood Ridge Rd,Sarasota,-82.50898597,27.26103098,SHELTER,RISK,2000,1 A/H Classroom,731,14620
Booker HS,3201 N Orange Ave,Sarasota,-82.54092999,27.36482401,SHELTER,RISK,2011,4 Classroom,370,7401
Booker MS,2250 Myrtle St,Sarasota,-82.52377902,27.368958,SHELTER,RISK,2004,14 Classroom,1062,21240
North Port HS,6400 W Price Blvd,Sarasota,-82.22298303,27.07469,SHELTER,RISK,1998,8 Classroom,769,15380
Gulf Gate ES,6500 S Lockwood Ridge Rd,Sarasota,-82.50898597,27.26103098,SHELTER,RISK,2011,1 C/J Classroom,731,14620
North Port HS,6400 W Price Blvd,North Port,-82.22298303,27.07469,SHELTER,RISK,1998,5 Classroom,769,15830
Lake Brantley HS,991 Sand Lake Rd,Altamonte Springs,-81.42230701,28.68084898,SHELTER,RISK,1997,8 Clasroom 1st Floor,394,7878
Bentley ES,2190 S Oregon Ave,Sanford,-81.330956,28.79477602,SHELTER,RISK,2001,1 Main 2nd Floor,1019,20380
Lyman Sr HS,865 S Ronald Reagan Blvd,Longwood,-81.34410503,28.687238,SHELTER,RISK,1989,7 Cafeteria / Classroom,729,14584
Chiles MS,1240 Sanctuary Dr,Oviedo,-81.15573499,28.65353999,SHELTER,RISK,2004,4 Music,352,7044
Hagerty HS,3225 Lockwood Blvd,Oviedo,-81.17794,28.62474899,SHELTER,RISK,2005,6 Classroom,982,19646
Markham Woods MS,6003 Markham Woods Rd,Lake Mary,-81.38344398,28.78504798,SHELTER,RISK,2005,6 Cafeteria,206,4119
Seminole HS 9th Grade,21 Lakeview Dr,Sanford,-81.28404237,28.7757594,SHELTER,RISK,1999,2 Auditorium,701,14011
Highlands ES,1600 Sheppard Rd,Winter Springs,-81.31767403,28.71653401,SHELTER,RISK,1995,1 Main 2nd Floor,1062,21244
Winter Springs HS,130 Tuskawilla Rd,Winter Springs,-81.26541899,28.704085,SHELTER,RISK,1994,7 Classroom 1st Floor,314,6281
Seminole HS 9th Grade,21 Lakeview Dr,Sanford,-81.28404237,28.7757594,SHELTER,RISK,1999,5 Classroom 1st Floor,1437,28737
Chiles MS,1240 Sanctuary Dr,Oviedo,-81.15573499,28.65353999,SHELTER,RISK,2004,1 Admin / Cafeteria,206,4119
Winter Springs HS,130 Tuskawilla Rd,Winter Springs,-81.26541899,28.704085,SHELTER,RISK,1994,5 Classroom 1st Floor,439,8787
Geneva ElS,275 1st St,Geneva,-81.11474497,28.73909202,SHELTER,RISK,1988,4 Cafeteria,178,3558
Markham Woods MS,6003 Markham Woods Rd,Lake Mary,-81.38344398,28.78504798,SHELTER,RISK,2005,3 Classroom,708,14169
Markham Woods MS,6003 Markham Woods Rd,Lake Mary,-81.38344398,28.78504798,SHELTER,RISK,2005,5 Gym,690,13794
Layer ES,4201 SR 419,Winter Springs,-81.29371998,28.70651701,SHELTER,RISK,2003,1 Main 2nd Floor,1112,22240
Winter Springs HS,130 Tuskawilla Rd,Winter Springs,-81.26541899,28.704085,SHELTER,RISK,1994,6 Classroom 1st Floor,398,7967
Bentley ES,2190 S Oregon Ave,Sanford,-81.330956,28.79477602,SHELTER,RISK,2004,3 Classroom,575,11504
Layer ES,4201 SR 419,Winter Springs,-81.29371998,28.70651701,SHELTER,RISK,2003,1 Main 1st Floor (excluding Cafeteria),861,17222
Seminole HS 9th Grade,21 Lakeview Dr,Sanford,-81.28404237,28.7757594,SHELTER,RISK,1999,3 Cafeteria,213,4254
Markham Woods MS,6003 Markham Woods Rd,Lake Mary,-81.38344398,28.78504798,SHELTER,RISK,2005,4 Classroom,644,12885
Hagerty HS,3225 Lockwood Blvd,Oviedo,-81.17794,28.62474899,SHELTER,RISK,1999,4 Multipurpose / Gym,831,16619
Seminole HS 9th Grade,21 Lakeview Dr,Sanford,-81.28404237,28.7757594,SHELTER,RISK,1999,5 Classroom 2nd Floor,884,17681
Lawton Chiles MS,1240 Sanctuary Dr,Oviedo,-81.15573499,28.65353999,SHELTER,RISK,0,1 Multipurpose,703,14060
John Evans ES,100 E Chapman Rd,Oviedo,-81.20495596,28.64203201,SHELTER,RISK,1999,1 Main 1st Floor,1095,21896
Hagerty HS,3225 Lockwood Blvd,Oviedo,-81.17794,28.62474899,SHELTER,RISK,2005,9 Auditorium / Music,794,15881
English Estates ES,299 Oxford R,Casselberry,-81.33979396,28.647624,SHELTER,RISK,2003,6 Cafeteria / Classroom,334,6677
Markham Woods MS,6003 Markham Woods Rd,Lake Mary,-81.38344398,28.78504798,SHELTER,RISK,2005,2 Classroom,669,13385
Teague MS,1350 McNeil Rd,Altamonte Springs,-81.43484701,28.656677,SHELTER,RISK,1996,5 Gym,529,10580
Walker ES,3101 Snow Hill Rd,Chuluota,-81.12788503,28.647897,SHELTER,RISK,2003,1 Cafeteria,1128,22554
Lake Brantley HS,991 Sand Lake Rd,Altamonte Springs,-81.42230701,28.68084898,SHELTER,RISK,1997,6 Clasroom 1st Floor,415,8302
Crystal Lakes ES,231 Rinehart Rd,Lake Mary,-81.34408902,28.76173099,SHELTER,RISK,2005,1 Main,1090,21805
Hagerty HS,3225 Lockwood Blvd,Oviedo,-81.17794,28.62474899,SHELTER,RISK,2005,8 Gym,776,15523
Lyman Sr HS,865 S Ronald Reagan Blvd,Longwood,-81.34410503,28.687238,SHELTER,RISK,2000,8B Classroom,342,6838
John Evans ES,100 E Chapman Rd,Oviedo,-81.20495596,28.64203201,SHELTER,RISK,1999,1 Main 2nd Floor,1038,20753
Hagerty HS,3225 Lockwood Blvd,Oviedo,-81.17794,28.62474899,SHELTER,RISK,1999,5 Cafeteria,280,5600
Teague MS,1350 McNeil Rd,Altamonte Springs,-81.43484701,28.656677,SHELTER,RISK,1996,4 Cafeteria,241,4820
Oviedo HS,601 King St,Oviedo,-81.21916496,28.67380299,SHELTER,RISK,2007,8 Classroom,2004,40083
Midway ES,2368 Brisson Ave,Sanford,-81.24060201,28.788581,SHELTER,RISK,2009,1 Classroom,1995,39901
Hagerty HS,3225 Lockwood Blvd,Oviedo,-81.17794,28.62474899,SHELTER,RISK,2005,7 Classroom,931,18612
Lyman Sr HS,865 S Ronald Reagan Blvd,Longwood,-81.34410503,28.687238,SHELTER,RISK,2000,8A Auditorium,441,8820
Chiles MS,1240 Sanctuary Dr,Oviedo,-81.15573499,28.65353999,SHELTER,RISK,2004,5 Auditorium / Gym,796,15910
Winter Springs HS,130 Tuskawilla Rd,Winter Springs,-81.26541899,28.704085,SHELTER,RISK,1994,4 Classroom 1st Floor,626,12523
Lake Brantley HS,991 Sand Lake Rd,Altamonte Springs,-81.42230701,28.68084898,SHELTER,RISK,1997,7 Clasroom 1st Floor,439,8787
Wildwood ES,300 E Huey St,Wildwood,-82.03949998,28.85780001,SHELTER,RISK,1999,18 Cafeteria,136,2726
Webster ES,349 S Market Blvd,Webster,-82.05334001,28.60534999,SHELTER,RISK,0,14 A & B Cafeteria,83,1658
Villages HS,251 Buffalo Tr,The Villages,-82.02027207,28.92423679,SHELTER,RISK,2001,Gym,671,13428
Wildwood Community Center,700 Huey St,Wildwood,-82.03203003,28.85634998,SHELTER,RISK,1966,Main,307,6145
Agriculture Center,7620 SR 471,Bushnell,-82.05484721,28.6444452,SHELTER,RISK,2014,Cow Palace,389,7784
South Sumter Sr HS,7060 N Main St / SR 475,Bushnell,-82.11734737,28.65325818,SHELTER,RISK,2007,44 Cafeteria,336,6717
Villages MS,450 Village Campus Cir,The Villages,-82.02777001,28.92540999,SHELTER,RISK,2001,Cafeteria,402,8049
Suwannee ES,1748 S Ohio Ave,Live Oak,-82.99095001,30.27803999,SHELTER,RISK,2005,1 Classroom,1870,37398
RIVEROAK Technical College,415 Pinewood Dr SW,Live Oak,-82.99230739,30.28272394,SHELTER,RISK,1994,13 Lab,46,922
Branford HS,405 NE Reynolds St,Branford,-82.92572003,29.96260999,SHELTER,RISK,1998,12 Band / Multipurpose,239,4780
Branford ES,26801 SR 247,Branford,-82.91853003,29.96390001,SHELTER,RISK,2000,1 Cafeteria / Classroom,1940,38801
Branford HS,405 NE Reynolds St,Branford,-82.92572003,29.96260999,SHELTER,RISK,1972,5 Classroom,356,7127
Suwannee MS,1730 Walker St SW,Live Oak,-82.99627105,30.27753592,SHELTER,RISK,2009,12 ESE / Classroom,356,7110
Taylor County ES,1600 E Green St,Perry,-83.56469003,30.11923,SHELTER,RISK,2002,5 Classroom,438,8765
Taylor County ES,1600 E Green St,Perry,-83.56469003,30.11923,SHELTER,RISK,2002,3 Classroom,796,15925
Taylor County HS,900 N Johnson-Stripping Rd,Perry,-83.57294,30.12579999,SHELTER,RISK,1991,3C Music,209,4180
Taylor County ES,1600 E Green St,Perry,-83.56469003,30.11923,SHELTER,RISK,2002,4 Classroom,401,8029
Taylor County HS,900 N Johnson-Stripping Rd,Perry,-83.57294,30.12579999,SHELTER,RISK,1991,4D JROTC / Classroom,144,2880
Taylor County ES,1600 E Green St,Perry,-83.56469003,30.11923,SHELTER,RISK,2002,7 Cafeteria,467,9340
Taylor County ES,1600 E Green St,Perry,-83.56469003,30.11923,SHELTER,RISK,2002,2 Media,276,5520
Taylor County HS,900 N Johnson-Stripping Rd,Perry,-83.57294,30.12579999,SHELTER,RISK,1991,2B Cafeteria,268,5360
Taylor County ES,1600 E Green St,Perry,-83.56469003,30.11923,SHELTER,RISK,2002,1 Admin,250,5000
Taylor County HS,900 N Johnson-Stripping Rd,Perry,-83.57294,30.12579999,SHELTER,RISK,1991,1A Admin / Classroom,2530,50600
Taylor County ES,1600 E Green St,Perry,-83.56469003,30.11923,SHELTER,RISK,2002,6 Classroom,875,17506
Lake Butler MS,150 SW 6th St,Lake Butler,-82.33933459,30.01799097,SHELTER,RISK,1983,5 Classroom / Art,391,7822
Lake Bultler ES,800 SW 6th St,Lake Butler,-82.34817326,30.0177112,SHELTER,RISK,1998,21 Classroom,144,2885
Lake Bultler ES,800 SW 6th St,Lake Butler,-82.34817326,30.0177112,SHELTER,RISK,1998,22 Classroom,144,2885
Lake Bultler ES,800 SW 6th St,Lake Butler,-82.34817326,30.0177112,SHELTER,RISK,1998,20 Classroom,144,2885
Lake Butler MS,150 SW 6th St,Lake Butler,-82.33933459,30.01799097,SHELTER,RISK,1983,3 Classroom,391,7822
Lake Butler MS,150 SW 6th St,Lake Butler,-82.33933459,30.01799097,SHELTER,RISK,1983,6 Classroom,391,7821
Sunrise ES,3155 Phonetia Dr,Deltona,-81.17547899,28.88146501,SHELTER,RISK,1992,2 Classroom,331,6613
DeLand HS,800 N Hill Ave,DeLand,-81.285152,29.041792,SHELTER,RISK,2003,5 Dining,373,7455
Deltona HS,100 Wolf Pack Run,Deltona,-81.24559604,28.94662199,SHELTER,RISK,1986,15 Classroom / Multipurpose,323,6451
Deltona Lakes ES,2022 Adelia Blvd,Deltona,-81.21742496,28.92138898,SHELTER,RISK,1988,8 Classroom,99,1975
Hinson MS,1860 N Clyde Morris Blvd,Ormond Beach,-81.09412599,29.23996199,SHELTER,RISK,2004,6 Classroom,325,6509
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,-81.07428201,29.19849998,SHELTER,RISK,1991,3 Classroom,275,5500
Manatee Cove ES,734 W Ohio Ave,Orange City,-81.30900698,28.93878001,SHELTER,RISK,2004,4 Classroom,355,7107
University HS,1000 W Rhode Island Ave,Orange City,-81.31296902,28.93185002,SHELTER,RISK,2007,7 Dining,338,6768
Daytona State College Deltona,2351 Providence Blvd,Deltona,-81.22138701,28.92903998,SHELTER,RISK,1998,1A (EHPA portion),101,2016
Timbercrest ES,2401 Eustace Ave,Deltona,-81.23032496,28.93234401,SHELTER,RISK,1989,1 Admin / Media,128,2564
Pride ES,1100 Learning Lane,Deltona,-81.16156796,28.89534301,SHELTER,RISK,2007,3 Dining,212,4245
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,-81.07428201,29.19849998,SHELTER,RISK,1991,9 Classroom,173,3453
Creekside MS,6801 Airport Rd,Port Orange,-81.04172703,29.066167,SHELTER,RISK,1999,4 Classroom,475,9506
Friendship ES,2746 Fulford St,Deltona,-81.18857001,28.93412399,SHELTER,RISK,1992,4 Dining / Art,245,4893
Manatee Cove ES,734 W Ohio Ave,Orange City,-81.30900698,28.93878001,SHELTER,RISK,2004,2 Dining,185,3694
Hinson MS,1860 N Clyde Morris Blvd,Ormond Beach,-81.09412599,29.23996199,SHELTER,RISK,2004,4 Classroom,485,9705
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,-81.07428201,29.19849998,SHELTER,RISK,1991,8 Classroom,216,4326
T.D. Taylor MS/HS,100 East Washington Ave,Pierson,-81.46135704,29.24584998,SHELTER,RISK,2007,7 Gymnasium,544,10872
Mainlaind HS,1255 W International Speedway Blvd,Daytona Beach,-81.051371,29.197569,SHELTER,RISK,2006,3 Gym,1673,33454
Creekside MS,6801 Airport Rd,Port Orange,-81.04172703,29.066167,SHELTER,RISK,1999,6 Classroom,482,9646
Sweetwater ES,5800 Victoria Gardens Blvd,Port Orange,-81.01740099,29.11627498,SHELTER,RISK,1992,2 Classroom,373,7450
Sunrise ES,3155 Phonetia Dr,Deltona,-81.17547899,28.88146501,SHELTER,RISK,1992,4 Dining / Music / Art,245,4893
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,-81.07428201,29.19849998,SHELTER,RISK,1991,10 Classroom,125,2493
Freedom ES,1395 South Blue Lake Ave,DeLand,-81.27169502,28.994549,SHELTER,RISK,1999,3 Classroom,446,8924
Volusia Pines ES,500 E Kicklighter Rd,Lake Helen,-81.22636904,28.97137098,SHELTER,RISK,1995,2 Classroom,263,5257
Creekside MS,6801 Airport Rd,Port Orange,-81.04172703,29.066167,SHELTER,RISK,1999,5 Classroom,144,2885
Manatee Cove ES,734 W Ohio Ave,Orange City,-81.30900698,28.93878001,SHELTER,RISK,2004,3 Classroom,425,8501
Deltona HS,100 Wolf Pack Run,Deltona,-81.24559604,28.94662199,SHELTER,RISK,2004,27 Classroom,212,4236
DeLand HS,800 N Hill Ave,DeLand,-81.285152,29.041792,SHELTER,RISK,2003,14 Classroom,574,11482
Hinson MS,1860 N Clyde Morris Blvd,Port Orange,-81.09412599,29.23996199,SHELTER,RISK,2004,9 Gym,415,8301
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,-81.07428201,29.19849998,SHELTER,RISK,1991,4 Music / Art,84,1689
Daytona State College DeLand,1155 County Rd 4139,DeLand,-81.243131,29.01198902,SHELTER,RISK,0,5 Science,145,2900
Hinson MS,1860 N Clyde Morris Blvd,Ormond Beach,-81.09412599,29.23996199,SHELTER,RISK,2004,3 Classroom,486,9729
Deltona HS,100 Wolf Pack Run,Deltona,-81.24559604,28.94662199,SHELTER,RISK,1986,14 Dining,220,4407
Spirit ES,1500 Meadowlark Dr,Deltona,-81.24330199,28.90591901,SHELTER,RISK,2003,2 Dining,191,3820
DeLand HS,800 N Hill Ave,DeLand,-81.285152,29.041792,SHELTER,RISK,2003,15 Classroom,581,11627
Heritage MS,1001 Parnell Court,Deltona,-81.17226201,28.891925,SHELTER,RISK,1997,4 Classroom,437,8740
Pathways ES,2100 Airport Rd,Ormond Beach,-81.135157,29.27261298,SHELTER,RISK,1996,5 Dining / Music,238,4755
Champion ES (K-5),921 Tournament Dr,Daytona Beach,-81.13680698,29.207297,SHELTER,RISK,2009,5 Dining,204,4083
Freedom ES,1395 South Blue Lake Ave,DeLand,-81.27169502,28.994549,SHELTER,RISK,1999,4 Classroom,353,7060
Discovery ES,975 Abigail Dr,Deltona,-81.25065602,28.892148,SHELTER,RISK,1987,3 Dining / Music,220,4408
Southwestern MS,605 W New Hampshire Ave,Deland,-81.31441398,29.00670201,SHELTER,RISK,2006,5 Gym,346,6916
Heritage MS,1001 Parnell Court,Deltona,-81.17226201,28.891925,SHELTER,RISK,1997,6 Classroom,470,9402
Osteen ES,500 Doyle Rd,Osteen,-81.17561704,28.85477901,SHELTER,RISK,2006,5 Dining,130,2595
Creekside MS,6801 Airport Rd,Port Orange,-81.04172703,29.066167,SHELTER,RISK,1999,9 Gym,440,8793
Volusia County Fairground,3150 E New York Ave,Deland,-81.22254203,29.01376598,SHELTER,RISK,0,Tommy Lawrence Arena,425,8500
Spirit ES,1500 Meadowlark Dr,Deltona,-81.24330199,28.90591901,SHELTER,RISK,2003,1 Admin / Art / Music,163,3262
DeLand HS,800 N Hill Ave,DeLand,-81.285152,29.041792,SHELTER,RISK,2003,1 Auditorium / Classroom,687,13744
Hinson MS,1860 N Clyde Morris Blvd,Ormond Beach,-81.09412599,29.23996199,SHELTER,RISK,2004,5 Classroom,173,3462
Friendship ES,2746 Fulford St,Deltona,-81.18857001,28.93412399,SHELTER,RISK,1992,2 Classroom,353,7059
Timbercrest ES,2401 Eustace Ave,Deltona,-81.23032496,28.93234401,SHELTER,RISK,1989,4 Dining / Music / Art,245,4893
Heritage MS,1001 Parnell Court,Deltona,-81.17226201,28.891925,SHELTER,RISK,1997,3 Classroom,469,9385
River Springs MS,900 West Ohio Ave,Orange City,-81.31171702,28.93989199,SHELTER,RISK,2007,2 Dining / Music,484,9670
Creekside MS,6801 Airport Rd,Port Orange,-81.04172703,29.066167,SHELTER,RISK,1999,3 Classroom,510,10205
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,-81.07428201,29.19849998,SHELTER,RISK,1991,2 Classroom,182,3634
Volusia Pines ES,500 E Kicklighter Rd,Lake Helen,-81.22636904,28.97137098,SHELTER,RISK,2004,4 Classroom,272,5438
Pine Trail ES,300 Airport Rd,Ormond Beach,-81.114117,29.27520299,SHELTER,RISK,1982,6 Dining / Art,251,5025
Spirit ES,1500 Meadowlark Dr,Deltona,-81.24330199,28.90591901,SHELTER,RISK,2003,4 Classroom,353,7059
Discovery ES,975 Abigail Dr,Deltona,-81.25065602,28.892148,SHELTER,RISK,1987,1 Classroom,274,5470
Forest Lake ES,1600 Doyle Rd,Deltona,-81.22878403,28.87277298,SHELTER,RISK,1995,5 Dining / Music,238,4755
T.D. Taylor MS/HS,100 East Washington Ave,Pierson,-81.46135704,29.24584998,SHELTER,RISK,2007,2 Dining,171,3411
Pine Ridge HS,926 Howland Blvd,Deltona,-81.16285802,28.88749999,SHELTER,RISK,1992,1 Admin / Dining,248,4958
Citrus Grove ES (K-5),729 Hazen Rd,DeLand,-81.33584097,29.04012199,SHELTER,RISK,2009,3 Dining / Music,202,4032
Mainlaind HS,1255 W International Speedway Blvd,Daytona Beach,-81.051371,29.197569,SHELTER,RISK,2006,2A Dining only,208,4156
DeLand MS,1400 Aquarius Ave,DeLand,-81.29753903,29.00426602,SHELTER,RISK,1982,4 Gym,546,10911
Spirit ES,1500 Meadowlark Dr,Deltona,-81.24330199,28.90591901,SHELTER,RISK,2003,3 Classroom,425,8501
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,-81.07428201,29.19849998,SHELTER,RISK,1991,1 Classroom,113,2250
Palm Terrace ES,1825 Dunn Ave,Daytona Beach,-81.07428201,29.19849998,SHELTER,RISK,1991,7 Classroom,130,2590
