Name,Address,City,Long,Lat,FACILITY_T,SHELTER_TY,Year_Built,Building,Risk_Capac,Risk_Squar
Brentwood ES Center,3101 NW 191st St,Miami Gardens,-80.25262097,25.94905698,SHELTER,RISK,2003,4 Cafeteria / Classroom,219,4376
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,-80.34576696,25.90123198,SHELTER,RISK,1994,9 PE / Science / Classroom,508,10160
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,-80.25530283,25.94069867,SHELTER,RISK,1962,1C Classroom / Art / Science,999,19972
Ronald Reagan HS,8600 NW 107th Ave,Doral,-80.37145197,25.852591,SHELTER,RISK,2003,1A Classroom / Art,1023,20455
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,-80.38809599,25.76873601,SHELTER,RISK,1990,8 ESE Classroom,58,1163
Andover MS,121 NE 207th St,Miami Gardens,-80.199948,25.96685499,SHELTER,RISK,2006,5F Cafeteria,280,5605
North Miami MS,700 NE 137th St,North Miami,-80.183827,25.90099201,SHELTER,RISK,2006,1 Classroom,361,7222
Lawton Chiles MS,8190 NW 197th St,Miami,-80.33431804,25.95071501,SHELTER,RISK,1998,3F North Auditorium,319,6384
Dr Michael M Krop HS,1410 NE 215th St,Miami,-80.17333898,25.97148302,SHELTER,RISK,1996,2 (area A3A) Classroom,1546,30926
American HS,18350 NW 67th Ave,Miami,-80.30851896,25.93960601,SHELTER,RISK,1976,1 B&E Gym / Auditorium / Classroom,2221,44424
American HS,18350 NW 67th Ave,Miami,-80.30851896,25.93960601,SHELTER,RISK,1976,1F Admin / Media / Classroom,1353,27061
Shenandoah ES,1023 SW 21st Ave,Miami,-80.228179,25.76279199,SHELTER,RISK,2006,3 Classroom,911,18221
Stirrup ES,330 NW 97th Ave,Miami,-80.35395198,25.76995801,SHELTER,RISK,1984,5 Classroom,227,4540
Dr Michael M Krop HS,1410 NE 215th St,Miami,-80.17333898,25.97148302,SHELTER,RISK,1996,1 (area G3A) Admin / Classroom,52,1040
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,-80.34576696,25.90123198,SHELTER,RISK,2003,12 Classroom,332,6642
Lawton Chiles MS,8190 NW 197th St,Miami,-80.33431804,25.95071501,SHELTER,RISK,1998,3F South Cafeteria,322,6439
Stirrup ES,330 NW 97th Ave,Miami,-80.35395198,25.76995801,SHELTER,RISK,1984,6 Cafeteria,92,1847
Dr Carlos J Finlay ES,851 SW 117th Ave,Miami,-80.38155501,25.75919099,SHELTER,RISK,2000,4 Classroom,334,6687
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,-80.38809599,25.76873601,SHELTER,RISK,1990,9 Classroom,330,6595
Ben Sheppard ES,5700 W 24th Ave,Hialeah,-80.332254,25.87441199,SHELTER,RISK,1984,7 Classroom,200,4008
Bob Graham Education Center PLC,8875 NW 143 St,Miami Lakes,-80.34396201,25.903723,SHELTER,RISK,2003,12 Classroom,350,6994
Robert Morgan Educational Center,18180 SW 122nd Ave,Miami,-80.39047897,25.59998898,SHELTER,RISK,2000,15 Classroom,619,12385
Ronald Reagan HS,8600 NW 107th Ave,Doral,-80.37145197,25.852591,SHELTER,RISK,2003,1B Admin / Classroom,704,14077
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,-80.32829296,25.91739401,SHELTER,RISK,2002,3E Classroom / ESE,189,3780
John I Smith MS,5005 NW 112th Ave,Miami,-80.37661002,25.81949401,SHELTER,RISK,1998,2C Multipurpose,106,2112
Florida International University,1180 SW 113th Ave,Miami,-80.37854459,25.76189905,SHELTER,RISK,2011,Arena Lobby / Prefunction,544,10875
Andover MS,121 NE 207th St,Miami Gardens,-80.199948,25.96685499,SHELTER,RISK,2006,3D South Part Classroom,132,2644
Stirrup ES,330 NW 97th Ave,Miami,-80.35395198,25.76995801,SHELTER,RISK,1984,2 Classroom,99,1988
Ronald Reagan HS,8600 NW 107th Ave,Doral,-80.37145197,25.852591,SHELTER,RISK,2003,3 Cafeteria,679,13574
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,-80.38809599,25.76873601,SHELTER,RISK,1990,4 Classroom,46,927
Robert Morgan Educational Center,18180 SW 122nd Ave,Miami,-80.39047897,25.59998898,SHELTER,RISK,2000,18 Cafeteria,519,10379
Palm Springs North ES,17615 NW 82nd Ave,Hialeah,-80.33394203,25.934614,SHELTER,RISK,1998,7 Classroom,406,8124
Stirrup ES,330 NW 97th Ave,Miami,-80.35395198,25.76995801,SHELTER,RISK,1984,4 Classroom,99,1988
John I Smith MS,5005 NW 112th Ave,Miami,-80.37661002,25.81949401,SHELTER,RISK,1998,2A Auditorium / Media,265,5306
American HS,18350 NW 67th Ave,Miami,-80.30851896,25.93960601,SHELTER,RISK,1976,1 A&C 2 Cafeteria / Science / Classroom,3181,63629
Kelsey L Pharr ES,2000 NW 46th St,Miami,-80.22971096,25.81632301,SHELTER,RISK,2001,5 Classroom,46,915
Dr Carlos J Finlay ES,851 SW 117th Ave,Miami,-80.38155501,25.75919099,SHELTER,RISK,2000,1 Classroom,305,6107
E. Darwin Fuchs Pavillion,10901 SW 24th St,Miami,-80.37172697,25.74797198,SHELTER,RISK,1998,16,2109,42189
Joe Hall ES,1901 SW 134th Ave,Miami,-80.41218298,25.74985699,SHELTER,RISK,1984,4 Classroom,190,3803
Joe Hall ES,1901 SW 134th Ave,Miami,-80.41218298,25.74985699,SHELTER,RISK,1984,8 Classroom,101,2028
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,-80.25530283,25.94069867,SHELTER,RISK,1990,7 Admin / ESE,485,9700
Dr Michael M Krop HS,1410 NE 215th St,Miami,-80.17333898,25.97148302,SHELTER,RISK,1996,2 (area A3C) Classroom,1029,20572
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,-80.38809599,25.76873601,SHELTER,RISK,2007,12 ESE Classroom,96,1915
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,-80.34576696,25.90123198,SHELTER,RISK,1994,4 Classroom,536,10717
Citrus Grove MS,2153 NW 3rd St,Miami,-80.23011497,25.77674899,SHELTER,RISK,2006,2 Classroom,1328,26565
Agenoria S Paschal/Olinda ES,5536 NW 21st Ave,Miami,-80.23131702,25.82581698,SHELTER,RISK,1996,7 Admin / Classroom,268,5361
Ben Sheppard ES,5700 W 24th Ave,Hialeah,-80.332254,25.87441199,SHELTER,RISK,1984,5 Classroom,200,4008
Lawton Chiles MS,8190 NW 197th St,Miami,-80.33431804,25.95071501,SHELTER,RISK,1998,2B Classroom,466,9314
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,-80.32829296,25.91739401,SHELTER,RISK,2002,4S Classroom,220,4395
Andover MS,121 NE 207th St,Miami Gardens,-80.199948,25.96685499,SHELTER,RISK,2006,2C North Part Classroom,276,5520
Dr Michael M Krop HS,1410 NE 215th St,Miami,-80.17333898,25.97148302,SHELTER,RISK,1996,3 (area F3A) Classroom,183,3668
Country Club MS,18305 NW 75th Pl,Miami,-80.32276602,25.93970601,SHELTER,RISK,2005,3B Classroom / Media,770,15401
Palm Lakes ES,7450 W 16th Ave,Hialeah,-80.316752,25.89030802,SHELTER,RISK,2006,5 Classroom,817,16332
Joe Hall ES,1901 SW 134th Ave,Miami,-80.41218298,25.74985699,SHELTER,RISK,1984,3 Cafeteria,92,1847
North Miami MS,700 NE 137th St,North Miami,-80.183827,25.90099201,SHELTER,RISK,2006,2 Cafeteria,492,9841
Robert Morgan Educational Center,18180 SW 122nd Ave,Miami,-80.39047897,25.59998898,SHELTER,RISK,2000,17 Gym,869,17377
Ben Sheppard ES,5700 W 24th Ave,Hialeah,-80.332254,25.87441199,SHELTER,RISK,1997,10 Classroom,399,7975
Lawton Chiles MS,8190 NW 197th St,Miami,-80.33431804,25.95071501,SHELTER,RISK,1998,1A Admin,33,664
Palm Springs North ES,17615 NW 82nd Ave,Hialeah,-80.33394203,25.934614,SHELTER,RISK,1995,5 Classroom,126,2514
Andover MS,121 NE 207th St,Miami Gardens,-80.199948,25.96685499,SHELTER,RISK,2006,3D East Part Classroom,276,5528
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,-80.25530283,25.94069867,SHELTER,RISK,1990,6 Classroom,1129,22576
Ben Sheppard ES,5700 W 24th Ave,Hialeah,-80.332254,25.87441199,SHELTER,RISK,1984,2 Classroom,101,2013
Dr Michael M Krop HS,1410 NE 215th St,Miami,-80.17333898,25.97148302,SHELTER,RISK,1996,3 (area F3C) Classroom / Music / Multipurpose,417,8345
Bob Graham Education Center,15901 NW 79th Ave,Miami Lakes,-80.32829296,25.91739401,SHELTER,RISK,2003,8 Admin / Cafeteria / Classroom,955,19096
Miami Carol City HS,3301 Miami Gardens Dr,Miami Gardens,-80.25530283,25.94069867,SHELTER,RISK,1962,1D Voc Classroom,337,6734
Barbara Goleman HS,14100 NW 89th Ave,Miami Lakes,-80.34576696,25.90123198,SHELTER,RISK,1994,3 Auditorium,466,9315
Dante Fascell ES,15625 SW 80th St,Miami,-80.44528304,25.693399,SHELTER,RISK,1995,2 Classroom,494,9875
Stirrup ES,330 NW 97th Ave,Miami,-80.35395198,25.76995801,SHELTER,RISK,1984,8 Classroom,99,1988
American HS,18350 NW 67th Ave,Miami,-80.30851896,25.93960601,SHELTER,RISK,1976,1D Art / Classroom,1567,31347
Dr Michael M Krop HS,1410 NE 215th St,Miami,-80.17333898,25.97148302,SHELTER,RISK,1996,2 (area A3B) Classroom,1197,23939
Seminole Ridge HS,4601 Seminole Pratt Whitney Rd,Loxahatchee,-80.31068401,26.74666401,SHELTER,RISK,2003,7 Classroom,1227,24542
West Boca Community HS,12811 Glades Rd,Boca Raton,-80.24721003,26.36195599,SHELTER,RISK,2003,12 Classroom,235,4696
Atlantic Community HS,2455 W Atlantic Ave,Delray,-80.09823503,26.46261699,SHELTER,RISK,2003,5 Classroom,1616,32326
Park Vista Community HS,7900 S Jog Rd,Lake Worth,-80.14396996,26.55899702,SHELTER,RISK,2002,7 Science,408,8156
Boca Raton Community HS,1501 NW 15th Ct,Boca Raton,-80.11704997,26.36474,SHELTER,RISK,2002,6 Gym,927,18536
Palm Beach Central HS,8499 Forest Hill Blvd,W Palm Beach,-80.1795783,26.65251118,SHELTER,RISK,2002,4 Classroom,701,14017
Carver MS,101 Barwick Rd,Delray Beach,-80.112827,26.46019298,SHELTER,RISK,1992,8 Classroom,384,7683
West Boynton Rec Center,6000 Northtree Blvd,Lake Worth,-80.14113604,26.56000498,SHELTER,RISK,0, ,240,4800
Marjory Stoneman Douglas ES,11901 SW 2nd St,Miami,-80.38809599,25.76873601,SHELTER,RISK,1990,3 Classroom,294,5881
Ronald Reagan HS,8600 NW 107th Ave,Doral,-80.37145197,25.852591,SHELTER,RISK,2003,2 Gym / Classroom,1258,25159
Callahan MS,450121 Old Dixie Hwy,Callahan,-81.83945304,30.570144,SHELTER,RISK,1982,15 Cafeteria,398,7952
Yulee MS,85439 Miner Rd,Yulee,-81.57627796,30.61186199,SHELTER,RISK,2003,6 Gym,674,13485
Yulee MS,85439 Miner Rd,Yulee,-81.57627796,30.61186199,SHELTER,RISK,2003,4 Music,124,2472
Yulee ES (3-5),86063 Felmor Rd,Yulee,-81.58583802,30.63137502,SHELTER,RISK,1996,9 Cafeteria,293,5867
Callahan Intermediate (3-5),34586 Ball Park Rd,Callahan,-81.88305704,30.55194601,SHELTER,RISK,1976,1 Admin / Cafeteria,285,5694
Yulee MS,85439 Miner Rd,Yulee,-81.57627796,30.61186199,SHELTER,RISK,2003,5 Classroom,313,6260
Yulee HS,85375 Miner Rd,Yulee,-81.579737,30.60949599,SHELTER,RISK,2005,6 Dining,460,9209
Yulee HS,85375 Miner Rd,Yulee,-81.579737,30.60949599,SHELTER,RISK,2005,4 Gym,775,15494
Yulee MS,85439 Miner Rd,Yulee,-81.57627796,30.61186199,SHELTER,RISK,2003,3 Cafeteria,267,5343
Shoal River MS,3200 Redstone Ave,Crestview,-86.53850001,30.73661601,SHELTER,RISK,2007,Wing D 8th grade,407,8131
Baker School,1369 14th St,Baker,-86.67860402,30.79362402,SHELTER,RISK,1954,8 Classroom,51,1026
Kenwood ES,15 Eagle Street NE,Fort Walton Beach,-86.60793603,30.45880701,SHELTER,RISK,1998,10 Classroom,350,7004
Riverside ES,3400 Redstone Ave,Crestview,-86.53639498,30.736671,SHELTER,RISK,2008,Wings A-B Cafeteria / Media,508,10151
Shoal River MS,3200 Redstone Ave,Crestview,-86.53850001,30.73661601,SHELTER,RISK,2007,Wing B 6th grade,406,8118
Crestview HS,1304 N Ferdon Blvd,Crestview,-86.55814564,30.79206521,SHELTER,RISK,1997,11 Classroom,304,6080
Riverside ES,3400 Redstone Ave,Crestview,-86.53639498,30.736671,SHELTER,RISK,2008,Wing E 400 Classroom,270,5396
Riverside ES,3400 Redstone Ave,Crestview,-86.53639498,30.736671,SHELTER,RISK,2008,Wing F 500 Classroom,298,5955
Baker School,1369 14th St,Baker,-86.67860402,30.79362402,SHELTER,RISK,1992,15 Classroom,56,1127
Davidson MS,6261 Old Bethel Rd,Crestview,-86.56203002,30.79409801,SHELTER,RISK,1997,1 Main,2305,46100
Riverside ES,3400 Redstone Ave,Crestview,-86.53639498,30.736671,SHELTER,RISK,2008,Wing G 600 Classroom,343,6856
Baker School,1369 14th St,Baker,-86.67860402,30.79362402,SHELTER,RISK,1996,17 Classroom,228,4555
Shoal River MS,3200 Redstone Ave,Crestview,-86.53850001,30.73661601,SHELTER,RISK,2007,Wing A Gym,628,12568
Choctawhatchee HS,110 Racetrack Road NW,Fort Walton Beach,-86.61861298,30.45029301,SHELTER,RISK,1997,1 ESE Classroom,326,6525
Baker School,1369 14th St,Baker,-86.67860402,30.79362402,SHELTER,RISK,1996,18 Auditorium,303,6052
Riverside ES,3400 Redstone Ave,Crestview,-86.53639498,30.736671,SHELTER,RISK,2008,Wing C 200 Classroom,270,5396
Riverside ES,3400 Redstone Ave,Crestview,-86.53639498,30.736671,SHELTER,RISK,2008,Wing D 300 Classroom,270,5396
Shoal River MS,3200 Redstone Ave,Crestview,-86.53850001,30.73661601,SHELTER,RISK,2007,Wing C 7th grade,369,7386
Antioch ES,4700 Whitehurst Ln,Crestview,-86.61156204,30.71498898,SHELTER,RISK,1997,1 Main,1303,26058
Shoal River MS,3200 Redstone Ave,Crestview,-86.53850001,30.73661601,SHELTER,RISK,2007,1 ESE / Cafeteria,930,18595
Laurel Hill HS,8078 4th St,Laurel Hill,-86.46218797,30.95860699,SHELTER,RISK,1997,8 Classroom,115,2294
Okeechobee Acheivment Academy,1000 NW 34st,Okeechobee,-80.83898439,27.2744256,SHELTER,RISK,2010,1 Cafeteria / Classroom,839,16787
Osceola MS,830 SW 28th St,Okeechobee,-80.83769798,27.21803562,SHELTER,RISK,2008,10 Classroom,557,11148
Osceola MS,826 SW 28th St,Okeechobee,-80.83768125,27.21803562,SHELTER,RISK,1996,3 Classroom,131,2621
South ES,2468 SW 7th Ave,Okeechobee,-80.83669787,27.21992759,SHELTER,RISK,2000,3 W Classroom,85,1709
South ES,2468 SW 7th Ave,Okeechobee,-80.83669787,27.21992759,SHELTER,RISK,1999,1 W Classroom,37,741
Osceola MS,825 SW 28th St,Okeechobee,-80.83876,27.21991,SHELTER,RISK,1996,2 Classroom,144,2873
South ES,2468 SW 7th Ave,Okeechobee,-80.83669787,27.21992759,SHELTER,RISK,1999,1 E Cafe,222,4435
Avalon MS,13914 Mailer Blvd,Orlando,-81.15177002,28.50014801,SHELTER,RISK,2006,4 Cafeteria,444,8872
University HS,2451 Cougar Way,Orlando,-81.2135577,28.57987205,SHELTER,RISK,1991,3 Gym,1178,23560
West Orange HS,1625 Beaulah Rd,Winter Garden,-81.56790896,28.54056002,SHELTER,RISK,2008,7 Cafeteria,394,7875
Apopka HS,555 Martn St,Apopka,-81.52204403,28.692271,SHELTER,RISK,2009,700 Cafeteria,374,7874
Ocoee HS,1925 Ocoee Crown Point Pkwy,Ocoee,-81.55753502,28.60022501,SHELTER,RISK,2005,3 Gym,943,18855
Freedom HS,2500 W Taft Vineland Rd,Orlando,-81.412138,28.415275,SHELTER,RISK,2003,6 Classroom,58,1162
South Creek MS,3801 E Wetherbee Rd,Orlando,-81.34502703,28.39431999,SHELTER,RISK,2006,3 Gym,598,11961
Lake Nona MS,13700 Narcoossee Rd,Orlando,-81.24576602,28.367112,SHELTER,RISK,2011,2 Gym,579,11582
Legacy MS,11398 Lake Underhill Rd,Orlando,-81.21884896,28.54493399,SHELTER,RISK,2005,4 Cafeteria,430,8600
Colonial 9th Grade School,7775 Valencia College Ln,Orlando,-81.28366597,28.55436699,SHELTER,RISK,2006,8 Gym,580,11590
Baldwin Park ES,1750 Common Way Rd,Orlando,-81.33184699,28.56648701,SHELTER,RISK,2007,1 Cafeteria,310,6194
Memorial MS,2220 W 29th St,Orlando,-81.40857804,28.51150801,SHELTER,RISK,2008,4 Cafeteria,558,8725
Apopka HS,555 Martin St,Apopka,-81.52204403,28.692271,SHELTER,RISK,2010,300 Gym,645,12895
Union Park MS,1844 Westfall Dr,Orlando,-81.24962103,28.57178898,SHELTER,RISK,2007,2 Cafeteria,324,6471
West Orange Recreation Center,309 SW Crown Point Rd,Winter Garden,-81.56707027,28.58047465,SHELTER,RISK,2009,Gym & Rec Center,1130,22600
Robinswood MS,6305 Balboa Dr,Orlando,-81.47070202,28.56037798,SHELTER,RISK,2008,1 Cafeteria,527,10544
Glenridge MS,2900 Upper Park Rd,Orlando,-81.33624498,28.57777399,SHELTER,RISK,2003,5 Cafeteria,188,3751
Conway MS,4600 Anderson Rd,Orlando,-81.32848501,28.50127002,SHELTER,RISK,2009,300 Cafeteria,396,7920
University HS,2450 Cougar Way,Orlando,-81.21559796,28.57782701,SHELTER,RISK,1991,8 Cafeteria,263,5256
Freedom HS,2500 W Taft Vineland Rd,Orlando,-81.412138,28.415275,SHELTER,RISK,2003,5 Classroom,164,3284
Lockhart MS,3411 Doctor Love Rd,Orlando,-81.4207966,28.6195737,SHELTER,RISK,2008,3 Cafeteria,415,8301
Meadowbrook MS,6000 N Ln,Orlando,-81.45152,28.57878,SHELTER,RISK,2005,3 Gym,576,11521
Freedom MS,2850 W Taft Vineland Rd,Orlando,-81.41742204,28.41505799,SHELTER,RISK,2005,3 Gym,600,11998
Wekiva HS,2501 Hiawassee Rd,Apopka,-81.47342002,28.638378,SHELTER,RISK,2007,3 Gym,963,19258
Edgewater HS,3100 Edgewater Dr,Orlando,-81.391371,28.58019402,SHELTER,RISK,2011,400 Cafeteria,384,7680
Glenridge MS,2900 Upper Park Rd,Orlando,-81.33624498,28.57777399,SHELTER,RISK,2003,4 Gym,660,13204
Odyssey MS,9290 Lee Vista Blvd,Orlando,-81.25731503,28.475014,SHELTER,RISK,2000,3 Gym,602,12045
Wolf Lake MS,1725 W Ponkan Rd,Apopka,-81.54089401,28.73009899,SHELTER,RISK,2006,3 Gym,559,11178
Ocoee MS,300 S Bluford Ave,Ocoee,-81.54342098,28.56672501,SHELTER,RISK,1999,2 Admin / Classroom,142,2849
Blankner School,2500 S Mills Ave,Orlando,-81.36493397,28.51495201,SHELTER,RISK,2001,2 Gym,606,12110
Meadow Woods Park Recreation Center,1751 Rhode Island Woods Cir,Orlando,-81.34386203,28.373642,SHELTER,RISK,2009,Gym & Rec Center,1130,22600
Lake Nona HS,12500 Narcoossee Rd,Orlando,-81.24547299,28.38071,SHELTER,RISK,2009,7 Cafeteria,458,9158
West Orange HS,1627 Beaulah Rd,Winter Garden,-81.56952387,28.54347909,SHELTER,RISK,2008,6 Classroom,93,1854
Timber Creek HS,1001 Avalon Park S Blvd,Orlando,-81.1498982,28.53166213,SHELTER,RISK,1999,7 Cafeteria,384,7679
Dr. Phillips HS,6500 Turkey Lake Rd,Orlando,-81.478291,28.47276899,SHELTER,RISK,1986,600 Gym,710,14190
Wolf Lake MS,1725 W Ponkan Rd,Apopka,-81.54089401,28.73009899,SHELTER,RISK,2006,4 Cafeteria,454,9084
Wekiva HS,2501 Hiawassee Rd,Apopka,-81.47342002,28.638378,SHELTER,RISK,2007,7 Cafeteria,468,9355
Edgewater HS,3100 Edgewater Dr,Orlando,-81.391371,28.58019402,SHELTER,RISK,2010,6 Gym,737,14731
Oak Ridge HS,700 W Oak Ridge Rd,Orlando,-81.38599401,28.470052,SHELTER,RISK,2011,7 Gym,759,15170
Meadowbrook MS,6000 N Ln,Orlando,-81.45152,28.57878,SHELTER,RISK,2005,4 Cafeteria,462,9246
Evans HS,4949 Silver Star Rd,Orlando,-81.44907101,28.58116799,SHELTER,RISK,2011,400 Gym,756,15126
Lakeview MS,1200 W ay St,Winter Garden,-81.58512,28.560925,SHELTER,RISK,2004,2 Gym,604,12083
Timber Creek HS,1001 Avalon Park S Blvd,Orlando,-81.1498982,28.53166213,SHELTER,RISK,1999,5 Classroom,164,3284
Freedom MS,2850 W Taft Vineland Rd,Orlando,-81.41742204,28.41505799,SHELTER,RISK,2005,4 Cafeteria,451,9029
Ocoee MS,300 S Bluford Ave,Ocoee,-81.54342098,28.56672501,SHELTER,RISK,1999,1 Classroom,307,6144
Silver Star Community Park,2801 N Apopka Vineland Rd,Orlando,-81.49101699,28.581686,SHELTER,RISK,2009,Gym & Rec Center,1130,22600
Bridgewater MS,5600 Tiny Rd,Winter Garden,-81.61376602,28.48017398,SHELTER,RISK,2007,3 Gym,613,12251
Evans HS,4949 Silver Star Rd,Orlando,-81.44907101,28.58116799,SHELTER,RISK,2011,300 Cafeteria,596,11919
Legacy MS,11398 Lake Underhill Rd,Orlando,-81.21884896,28.54493399,SHELTER,RISK,2005,3 Gym,603,12053
West Orange HS,1625 Beaulah Rd,Winter Garden,-81.56790896,28.54056002,SHELTER,RISK,2008,3 Gym,906,18122
South Econ Community Park,3850 S Econlockhatchee Trail,Orlando,-81.25862797,28.49691,SHELTER,RISK,2009,Gym & Rec Center,1130,22600
Bridgewater MS,5600 Tiny Rd,Winter Garden,-81.61376602,28.48017398,SHELTER,RISK,2007,4 Cafeteria,448,8954
South Creek MS,3801 E Wetherbee Rd,Orlando,-81.34502703,28.39431999,SHELTER,RISK,2006,4 Cafeteria,470,9391
Avalon MS,13914 Mailer Blvd,Orlando,-81.15177002,28.50014801,SHELTER,RISK,2006,3 Gym,615,12295
Timber Creek HS,1001 Avalon Park S Blvd,Orlando,-81.1498982,28.53166213,SHELTER,RISK,1999,6 Classroom,58,1162
Stonewall Jackson MS,6000 Stonewall Jackson Rd,Orlando,-81.30378799,28.531152,SHELTER,RISK,2006,8 Cafeteria,485,9709
Oak Ridge HS,700 W Oak Ridge Rd,Orlando,-81.38599401,28.470052,SHELTER,RISK,2011,3 Cafeteria,605,12093
West Orange HS,1626 Beaulah Rd,Winter Garden,-81.56939855,28.54096358,SHELTER,RISK,2008,5 Classroom,283,5668
Ocoee HS,1925 Ocoee Crown Point Pkwy,Ocoee,-81.55753502,28.60022501,SHELTER,RISK,2005,7 Cafeteria,419,8388
Walker MS,150 Amidon Ln,Orlando,-81.37768301,28.46154,SHELTER,RISK,2010,8 Cafeteria,413,8260
Timber Creek HS,1001 Avalon Park S Blvd,Orlando,-81.1498982,28.53166213,SHELTER,RISK,1999,3 Gym,959,19185
Goldenrod Recreation Center,4863 N Goldenrod Rd,Winter Park,-81.28408901,28.610017,SHELTER,RISK,2009,Gym & Rec Center,1130,22600
Blankner School,2500 S Mills Ave,Orlando,-81.36493397,28.51495201,SHELTER,RISK,2001,1 Cafeteria,606,12110
Lake Nona HS,12500 Narcoossee Rd,Orlando,-81.24547299,28.38071,SHELTER,RISK,2009,3 Gym,950,18999
Kissimmee ES,3700 Donegan Ave,Kissimmee,-81.44048199,28.31674301,SHELTER,RISK,1999,5 Classroom,347,6937
Partin Settlement ES,2434 Remington Blvd,Kissimmee,-81.32948003,28.28060598,SHELTER,RISK,2001,1 Main / Cafeteria,2461,49227
Celebration HS,1809 Celebration Blvd,Kissimmee,-81.568937,28.29838999,SHELTER,RISK,2001,5 Cafeteria,296,5910
Harmony HS,3601 Arthur J Gallagher Blvd,St. Cloud,-81.15285698,28.18822102,SHELTER,RISK,2002,4 Auditorium / Music / Classroom,722,14438
Poinciana ES,4201 Rhododendron Ave,Kissimmee,-81.50251201,28.16559902,SHELTER,RISK,2001,5 Classroom,342,6835
Discovery Intermediate School,5350 San Miguel Rd,Poinciana,-81.49800599,28.16940499,SHELTER,RISK,1998,2 Cafeteria / Gym,749,14971
Harmony HS,3601 Arthur J Gallagher Blvd,St. Cloud,-81.15285698,28.18822102,SHELTER,RISK,2002,8 Classroom,376,7513
St. Cloud MS,1975 Michigan Ave,St. Cloud,-81.27537501,28.239781,SHELTER,RISK,2001,4 Gym,342,6838
KOA ES,500 KOA St,Kissimmee,-81.4765593,28.15722581,SHELTER,RISK,2008,1 Cafeteria / Classroom,2157,43137
Celebration HS,1809 Celebration Blvd,Kissimmee,-81.568937,28.29838999,SHELTER,RISK,2001,2 Gym,1063,21264
Neptune MS,2727 Neptune Rd,Kissimmee,-81.33425998,28.25855298,SHELTER,RISK,2001,11 Gym,342,6838
Celebration HS,1809 Celebration Blvd,Kissimmee,-81.568937,28.29838999,SHELTER,RISK,2001,8 Classroom,375,7509
Reedy Creek ES,5100 Eagles Tr,Kissimmee,-81.48945896,28.22851798,SHELTER,RISK,1998,1 Main 1998 Addition,433,8663
Kissimmee ES,3700 Donegan Ave,Kissimmee,-81.44048199,28.31674301,SHELTER,RISK,1999,4 Cafeteria,259,5172
Discovery Intermediate School,5350 San Miguel Rd,Kissimmee,-81.49800599,28.16940499,SHELTER,RISK,1998,3 Classroom,721,14426
Narcoossee MS,2700 N Narcoossee Rd,Kissimmee,-81.23503802,28.32706498,SHELTER,RISK,1998,4 Classroom,277,5533
Harmony HS,3601 Arthur J Gallagher Blvd,St. Cloud,-81.15285698,28.18822102,SHELTER,RISK,2002,7 Classroom,1451,29010
Discovery Intermediate School,5350 San Miguel Rd,Kissimmee,-81.49800599,28.16940499,SHELTER,RISK,1998,1 Admin / Music,172,3443
Poinciana ES,4201 Rhododendron Ave,Kissimmee,-81.50251201,28.16559902,SHELTER,RISK,2001,4 Cafeteria,246,4927
Narcoossee MS,2700 N Narcoossee Rd,Kissimmee,-81.23503802,28.32706498,SHELTER,RISK,1998,3 Classroom,648,12955
Kenansville Comm Center,1176 S Canoe Creek Rd,Kenansville,-80.997529,27.87549699,SHELTER,RISK,1998,Main,75,1508
Bellalago Charter Academy K-8,3651 Pleasant Hill Rd,Kissimmee,-81.43661399,28.18591399,SHELTER,RISK,2006,5 Gym,395,7898
Discovery Intermediate School,5350 San Miguel Rd,Kissimmee,-81.49800599,28.16940499,SHELTER,RISK,1998,4 Classroom,235,4709
Kissimmee ES,3700 Donegan Ave,Kissimmee,-81.44048199,28.31674301,SHELTER,RISK,1999,6 Classroom,303,6057
Celebration HS,1809 Celebration Blvd,Kissimmee,-81.568937,28.29838999,SHELTER,RISK,2001,7 Classroom,1428,28554
Harmony HS,3601 Arthur J Gallagher Blvd,St. Cloud,-81.15285698,28.18822102,SHELTER,RISK,2002,5 Cafeteria,285,5702
Reedy Creek ES,5100 Eagles Tr,Kissimmee,-81.48945896,28.22851798,SHELTER,RISK,1981,1 Main,1362,27243
Poinciana ES,4201 Rhododendron Ave,Kissimmee,-81.50251201,28.16559902,SHELTER,RISK,2001,3 Classroom,311,6225
Narcoossee MS,2700 N Narcoossee Rd,Kissimmee,-81.23503802,28.32706498,SHELTER,RISK,1998,2 Cafeteria / Gym,712,14231
Flora Ridge ES,2900 Dyer Blvd,Kissimmee,-81.43623798,28.33305498,SHELTER,RISK,2007,1 Main,2780,55592
